"","distance_from_home","distance_from_last_transaction","ratio_to_median_purchase_price","repeat_retailer","used_chip","used_pin_number","online_order","fraud"
"8478",2.75385865096251,3.21628544072246,4.13478179641952,1,1,0,0,0
"10881",130.55054944954,0.388602660912311,0.228120685670145,1,0,0,1,1
"13482",2.89210363534835,0.106924208646345,5.00080115640703,1,0,0,1,1
"4518",5.27195950747647,2.0993556208576,0.516432095780206,1,0,0,0,0
"10284",7.81519553136536,0.657333885891392,16.0307659759982,1,0,0,1,1
"3471",21.453385417143,1.33493197420824,2.75952213517378,1,0,0,1,0
"13170",28.2118004880986,36.2434384846289,6.59140634473188,1,0,0,1,1
"12488",187.696623100281,3.50543553094944,3.40819953906326,1,0,0,1,1
"11661",184.770766764733,4.76866680808783,0.952320146789075,1,0,0,1,1
"8883",30.9249344730589,1.49481957008429,1.16182363638466,1,0,0,0,0
"8463",35.9821547929103,5.10135523812503,0.360875158231475,1,0,0,0,0
"12644",133.39801393208,0.627432922268737,6.6255522764968,1,1,0,1,1
"2828",25.7652141464417,0.188234623759597,0.396312004544701,1,0,1,0,0
"5501",3.50003840709405,0.0604587513262428,1.73350119832815,1,0,0,1,0
"16925",84.2723860072462,53.8481679780518,0.328893439102762,1,0,0,1,1
"10820",3.23057633764755,0.0744141296091893,15.6064403593173,1,0,0,1,1
"12247",52.8873459033067,0.148073480245167,8.76359239230136,1,0,0,1,1
"9059",11.9477898949385,0.7849702625165,2.31566386727505,1,0,0,0,0
"12225",45.6732815334135,0.103778447522862,4.84903149801805,1,0,0,1,1
"13970",32.2512585317452,3.98533014876031,11.5606405813418,1,0,0,1,1
"517",6.47683412018482,2.79229781145968,2.84909179662917,1,1,0,0,0
"2731",29.7940968307087,4.85949371758873,1.1754581355193,1,0,0,1,0
"12253",137.954943070741,1.07687812206868,0.992272297204276,1,0,0,1,1
"17381",13.1135959136224,0.388908894263455,4.40916022619321,1,0,0,1,1
"16471",16.7697570629681,1.22246173655508,9.77239232856414,1,0,0,1,1
"17200",19.799186092435,0.292207215061988,6.95793384082887,1,0,0,1,1
"7286",7.08262698191978,0.305349862584056,0.840249235060682,1,0,0,1,0
"8890",8.2312548385451,2.90046836703575,1.29636596490739,1,0,0,1,0
"15046",2.24696361035672,65.6997660375183,1.41153167122765,1,0,0,1,1
"4490",2.40375532987149,0.0418629897126845,0.85760579114616,1,1,0,1,0
"2613",7.18463556219376,2.0259026928946,3.72293744608419,1,1,0,1,0
"16619",3.99119799631014,0.23783122313212,4.71064290312006,1,0,0,1,1
"11628",163.940928622181,2.12323665875483,0.388589924903099,1,0,0,1,1
"10849",7.37360237792305,0.344673489435911,4.18120849040828,1,0,0,1,1
"17129",2.992731146574,1.68432047191056,4.08826530490329,1,1,0,1,1
"13973",107.683197521986,1.24182367066321,13.982975025803,1,0,0,1,1
"1992",11.8438880760364,0.95653213348669,0.433960027565666,1,0,0,1,0
"8965",37.9508377854677,0.0280017738245007,0.439715145113535,1,0,0,1,0
"571",3.52416128358582,8.25063155538208,2.07824902970961,1,1,1,1,0
"12288",4.96685123820808,2.98343859077527,6.25034719666291,1,0,0,1,1
"813",1.87666960108154,2.9159177782818,2.35277570206139,0,0,0,1,0
"4662",0.942803876197409,6.90081803583294,0.556273246640445,0,0,0,1,0
"13577",21.9721091989967,1.13386837556307,4.83727320364177,1,0,0,1,1
"5878",8.10524172112513,0.145396452108268,0.641519799208242,1,0,0,0,0
"6800",2.33524940900252,0.879530337381843,2.02063332839582,1,1,0,1,0
"16231",185.630639639639,1.13254295481755,4.53008238595236,1,0,0,1,1
"12542",114.943343398608,1.73115190443439,0.778827356150418,1,0,0,1,1
"14915",38.0202608167766,0.377412610154784,6.82006406457783,1,1,0,1,1
"17064",1.23483304667895,274.849037202815,4.11272024840523,0,1,0,1,1
"14044",144.769607049684,5.93699177043593,1.34174954889651,1,0,0,1,1
"10319",173.290298829396,2.22280117606074,1.28659342489435,1,0,0,1,1
"16064",92.7124122264609,5.6424509427517,5.30437557645836,1,0,0,1,1
"11821",153.502940371389,1.5187707768987,1.24734485679718,1,0,0,1,1
"16272",5.44785633272223,2.34622465598542,4.42768767770628,1,0,0,1,1
"16379",19.9795177197277,52.9449608837442,1.87043603814489,1,0,0,1,1
"8285",41.0960120812856,1.58115000071477,0.723629228465529,1,1,0,1,0
"3737",12.4440349530517,3.36400697503717,0.0772488736347291,1,0,0,0,0
"3251",190.534754435852,3.01524837923718,2.8337710272738,1,1,0,1,0
"674",3.74608414338259,47.6814192578509,0.341193267980738,1,0,0,1,0
"8012",14.7036301368051,0.180728532647837,0.547294791375094,1,1,1,0,0
"15313",1445.7581790901,0.0550039430794578,4.28955046614655,1,0,0,1,1
"14014",8.43758294621743,1.00794141939857,7.90081644758426,1,1,0,1,1
"6884",3.95854672595338,294.752211268896,0.818201802227867,1,1,0,1,0
"811",13.3444849176713,0.17054195368574,0.160768430305343,1,0,0,0,0
"12140",23.6479171164322,109.098770704927,0.560312331927488,1,0,0,1,1
"7964",3.2814800108505,0.188447047360902,0.607458880318593,1,0,1,1,0
"3604",2.77329041462439,0.839608148246972,0.720934267028027,1,0,0,0,0
"14350",140.800584019455,0.149508743566629,2.98332484866874,1,0,0,1,1
"9988",285.341886818632,10.5640609530295,0.328802290634601,1,0,0,1,1
"13813",0.865592954269977,62.9226233604283,0.429565116449499,0,0,0,1,1
"14608",2.03270658180397,0.832544221361057,12.1262182321264,1,1,0,1,1
"1671",5.25637587217742,0.130356048310826,0.64179313309571,1,1,0,1,0
"12120",6.42945109396289,2.09175096015545,7.05902392318309,1,1,0,1,1
"12105",21.2996820386947,315.134773062107,2.50698138254045,1,0,0,1,1
"16583",21.8269982788598,0.744218431245086,4.77058618363778,1,0,0,1,1
"9954",29.0541407367417,2.09018168264572,4.1831955407048,1,1,0,1,1
"3392",220.725979233942,0.107381483136275,0.836405467364006,1,1,1,1,0
"16896",0.448259144681441,1.09613966332704,4.59560227855573,0,0,0,1,1
"2345",30.941570035541,1.43000461811895,1.41944024230273,1,0,0,0,0
"17027",1.66585091302269,2.61257673857077,6.70436311631445,0,0,0,0,1
"3652",4.45457890418465,9.77467451126974,0.957697084293419,1,1,0,0,0
"9853",33.2138247921415,0.705345922255772,8.86312948111336,1,0,0,1,1
"1114",17.2158266675501,0.206733452628342,3.99880063554125,1,0,0,0,0
"8486",5.83608862434476,2.11004765263939,0.539507338280849,1,1,0,1,0
"9625",144.853665233287,1.63754221305536,0.161400935014188,1,0,0,1,1
"13503",25.4452375247126,12.9238395516865,6.66727113415865,1,1,0,1,1
"16369",122.339127944748,2.25596032536063,10.2282450266791,1,1,0,1,1
"4398",13.3890595047025,0.250067768504406,0.769932804217109,1,0,0,1,0
"2950",3.38876037158158,0.0208308163585101,3.35099447046186,1,1,0,0,0
"12678",235.220097813178,0.330308467750115,2.66841128847361,1,0,0,1,1
"5086",38.3195309456011,0.484168471858371,0.713551104228038,1,1,0,1,0
"13314",158.787603574586,1.23406880443792,1.09266341760255,1,0,0,1,1
"7837",3.75746596420781,2.43577422322373,0.384638348544125,1,1,0,1,0
"759",6.88049159202229,0.388833038166161,0.737522272384219,1,0,0,0,0
"15038",3.15359074195771,2.58417880196476,16.1113123538242,1,0,0,1,1
"17033",40.8457472498115,6.97086379798062,4.68251374662455,1,1,0,1,1
"13217",6.56774945103661,1.41638852378281,5.01334153021807,1,0,0,1,1
"10398",16.3702029080699,53.9420738430422,7.66806916463816,1,1,0,1,1
"14253",25.0645075134833,0.743062029492891,4.90009053607783,1,0,0,1,1
"6424",31.1760598697071,1.48750690281103,0.222882730469105,1,1,0,1,0
"7686",14.1098965170003,0.334065607930372,0.800241204163314,1,0,0,0,0
"17243",114.541074877296,0.0861254682871204,0.247574450435695,1,0,0,1,1
"5725",13.2096525386665,1.36710610274666,6.5814247841642,1,0,0,0,0
"10706",220.412874977648,0.31632939257033,0.615248312129064,1,0,0,1,1
"16845",55.5339125171959,1.94080566279342,7.02893798678244,1,1,0,1,1
"16194",41.56606667205,1.96650536289024,4.01146795987647,1,1,0,1,1
"17407",6.81186836008306,5.42760905119556,7.55092763218492,1,1,0,1,1
"1915",43.6488359035171,0.184612756116146,0.779960638789175,1,0,0,0,0
"11529",100.243759139365,2.58919455082349,3.41866740338769,1,0,0,1,1
"7320",16.9220377514462,0.349362379812338,0.670041014602085,1,0,0,0,0
"14909",102.791475957502,0.326390006231943,0.309634853584614,1,0,0,1,1
"6237",15.0367324444258,1.51583696736806,2.56036426075647,1,0,0,0,0
"13059",54.5070722878024,0.239156835548745,5.05097916733295,1,0,0,1,1
"8884",2.84922427335871,0.619098766246288,0.298694042854298,1,0,0,1,0
"9701",8.01837779802802,0.0696366767848042,7.16051970425862,1,1,0,1,1
"970",29.5337949169774,0.511213237109283,1.78370459428399,1,0,0,0,0
"15284",18.0714355794106,0.717569320796623,5.72966411503644,1,1,0,1,1
"2850",8.76918803949438,24.1757831487773,0.708555766767582,1,1,0,1,0
"16145",52.5104085376521,3.21120130168006,4.3995824593986,1,0,0,1,1
"10189",4.48288122379208,0.0537540956866004,4.28661931502784,1,0,0,1,1
"666",8.82010399188911,0.407348215375623,1.41497145165068,1,1,0,1,0
"3155",10.8278621415289,0.159186480219144,0.952467007471474,1,0,0,1,0
"5427",11.8905240167172,8.42344985822759,0.1594209351581,1,1,0,1,0
"3427",1.20463973985133,0.294853164792699,3.17986604926042,0,0,0,0,0
"3145",3.60592127010172,1.18139999208616,1.47231723615889,1,1,0,1,0
"16030",15.2528973458941,2.60283571306401,4.78028983879278,1,0,0,1,1
"3516",14.007431059512,0.336369526616148,0.281671841302639,1,0,0,1,0
"4741",20.5242404175885,0.973561641976844,1.32822273376324,1,0,0,1,0
"4192",11.1554847518261,0.182417168465224,0.270145308507864,1,0,0,0,0
"13775",2.74811581214977,0.826151474786878,10.4641906625179,1,0,0,1,1
"5076",6.35097476757634,0.283886103100955,0.690713131880017,1,0,0,1,0
"10172",2.88380590957118,0.186697469246847,5.6279954934198,1,0,0,1,1
"4403",23.2045279639545,0.568476451007689,1.0492674269592,1,0,0,1,0
"12768",70.7073320629351,82.741359396767,1.24112447813699,1,0,0,1,1
"8393",21.2209631901626,0.192008600156726,0.197613754235882,1,0,0,1,0
"2452",86.6895761032598,0.692764066392099,3.7919549995167,1,0,0,1,0
"13673",180.373750410917,2.62101015808473,0.649656036264548,1,0,0,1,1
"11625",1.20810426592857,0.10313392932519,4.26951123781645,0,0,0,1,1
"16228",1.65089351265023,0.454298496183866,8.19840116215358,0,0,0,1,1
"16158",18.1111031067179,0.703479134122782,8.83986751608106,1,0,0,1,1
"5808",3.38985224453755,3.77281895445049,0.182013777925983,1,1,0,1,0
"12174",26.6321859669707,3.68864351605819,4.64149759751566,1,0,0,1,1
"4129",40.0550032141082,0.269259440368634,0.415985427599297,1,1,0,1,0
"5550",39.2244273525976,5.29145400797245,1.10642049704502,1,0,0,1,0
"5254",64.6699675231751,7.72771623831351,0.373260241270468,1,1,0,1,0
"6275",16.2375256735648,3.97832068276979,1.10052799190976,1,0,0,1,0
"7100",1.15463628483117,0.216776733560978,0.755388448753289,0,0,0,1,0
"16624",2.08263793411611,9.13168284746052,7.93592263168907,1,0,0,1,1
"11882",5.16893452243539,7.6802284547312,4.5761355331004,1,0,0,1,1
"10720",347.091855129638,1.74311244141461,0.775868380742372,1,0,0,1,1
"12421",245.458455304677,82.514142944638,0.197468193344845,1,0,0,0,1
"16102",1.62531656188547,0.832678953833734,4.70878902745761,0,0,0,1,1
"16769",6.20072421072502,1.13232813841674,4.95791056814146,1,0,0,1,1
"17247",121.091055612979,0.264303595947575,5.30108143277407,1,1,0,0,1
"6605",20.2548622250118,0.47489242074696,0.51257773171618,1,0,1,1,0
"1372",2.61564800286496,4.33993268447854,0.244509443546481,1,1,0,1,0
"11509",166.895038967436,0.197139722264615,0.279358863265002,1,0,0,1,1
"14620",88.204826793277,0.0892493579513703,5.62061943563872,1,0,0,1,1
"4926",5.83426773838429,3.00391371076879,0.260840641831534,1,0,0,1,0
"11734",2.89258011967971,4.9488660106031,6.47966960094414,1,1,0,1,1
"9558",1.08438311451685,0.0448767223124753,16.578518920662,0,1,0,1,1
"6666",11.3388290639512,0.476163988738951,2.56646121239955,1,1,0,1,0
"2339",3.78867810245653,1.16270695124791,0.463645556152147,1,0,0,1,0
"3093",4.56638591379627,3.36023531322258,1.4241701087098,1,0,0,1,0
"8069",55.0296761226425,5.17195911990773,0.565120837019235,1,0,0,1,0
"2382",1.66524724497509,0.224781407858332,0.557943551134182,0,0,0,1,0
"3027",12.9259258054158,0.764484440584246,0.535513362097319,1,1,0,0,0
"10771",35.9020011016641,16.8978429562065,6.39775996637111,1,1,0,1,1
"2667",5.14075544887077,0.28994424897868,0.57794392950376,1,1,0,1,0
"13317",56.1116820723617,1.44578550471866,4.65285426153291,1,1,0,1,1
"6467",13.6390885794056,0.261560465840064,0.928316247320108,1,0,0,1,0
"5154",5.12283412200722,0.0498977549544289,5.00021947765249,1,0,0,0,0
"3446",85.2979061353115,0.216336982457532,16.2584869585175,1,1,0,0,0
"15181",1.39500955003939,0.316730339155919,12.725511663075,0,0,0,1,1
"16073",434.281779053551,0.0503757879589819,1.54697873699258,1,0,0,1,1
"9820",9.73811219528823,27.3549868150266,17.2761869106385,1,1,0,1,1
"7861",10.6591557822192,0.462402732972085,2.38485406450309,1,0,0,0,0
"9460",2.88118141457871,0.881857060885948,5.4282551993063,1,1,0,1,1
"12411",160.46941171434,2.11066488041652,0.668261453531986,1,0,0,1,1
"17682",15.6326989961872,0.477971310000893,6.29118394844748,1,1,0,1,1
"15838",63.3431051861302,0.802939854864411,7.30700230416341,1,0,0,1,1
"6020",24.0457870466945,20.4702482299127,3.58084073301431,1,0,0,0,0
"2186",1.7854458037788,1.41882431188753,3.52066744693792,0,0,0,1,0
"1006",22.2278415645112,5.44307686955416,0.423722271603766,1,1,0,1,0
"205",4.98588325849277,1.13554527372767,1.22846881287728,1,0,0,1,0
"6543",8.38088642877881,5.38845047590767,1.74422200054591,1,0,1,0,0
"2334",1.38436305403071,0.81161945957957,0.906366401382876,0,0,0,0,0
"5956",1.96585321748571,6.43807422246511,1.6993451378092,1,0,0,1,0
"3096",10.350672422708,1.93568965548136,0.300731273090506,1,1,0,0,0
"940",25.0316004145113,82.1735401323636,1.29111867714889,1,0,0,0,0
"17231",10.0714293289518,0.605675918557848,5.93034155047645,1,0,0,1,1
"12477",1.35136754944587,1.20028241154242,11.6130951472556,0,1,0,1,1
"7325",7.98464205920916,2.13051238128209,0.148794437324702,1,0,0,1,0
"12133",215.227796509545,0.251908362359361,0.170595401302795,1,0,0,1,1
"3756",2.48013761407437,24.6400517116322,1.48516651225975,1,0,0,1,0
"7152",164.955707947371,1.02058332618269,0.612815875734345,1,1,0,0,0
"8516",3.80477396383955,0.080480461035643,2.81362783747594,1,1,0,1,0
"11877",0.341027309768079,0.109988972380432,4.71243431684429,0,1,0,1,1
"7130",1.6895286262109,0.958159528504489,2.41764186852884,0,0,0,0,0
"4959",6.15856052641741,0.0449490125822522,0.181109430458562,1,0,0,1,0
"77",15.9362376696367,0.829909597108352,0.645633518448652,1,0,0,1,0
"15283",18.8568136654019,1.54619863563823,8.93510907280574,1,1,0,1,1
"7484",1.87728572073697,0.419394304630405,1.8996183304157,0,0,0,1,0
"11881",46.6411335722079,0.189565495768521,6.97445584331753,1,0,0,1,1
"11880",66.7857675211513,1.58215010088631,4.2766739116186,1,1,0,1,1
"17183",6.09118573322401,0.520479240121956,5.34805956177006,1,0,0,1,1
"7408",1.35198327325107,1.52667402311947,1.61470297866109,0,1,0,1,0
"2587",17.321630855867,0.103793429886946,1.47197442983762,1,0,0,0,0
"13898",5.64376688138705,3.21302369962038,4.18466338537271,1,0,0,1,1
"5371",62.3040732362672,0.489668466678693,3.60083194233528,1,0,0,0,0
"12451",0.592487677678673,289.030454880923,1.57662863590427,0,0,0,1,1
"11183",7.49154874834521,3.59153062133696,4.79943458203421,1,1,0,1,1
"13580",27.5537811825582,2.23924921637651,4.42350197064039,1,0,0,1,1
"8743",4.50084942266528,1.69175503562705,0.774812691982425,1,0,0,1,0
"1194",480.867952204647,0.216080095873156,0.231958539378899,1,1,0,1,0
"14743",4.36968909406962,1.18081362790648,4.72556240870489,1,0,0,1,1
"12752",12.1792592795027,3.16835112491153,5.02111455486864,1,0,0,1,1
"10559",159.94683399282,0.595059869181739,2.18816862322558,1,0,0,1,1
"7957",9.68865452524247,1.12592646669118,0.843322178189041,1,0,0,1,0
"15465",5.26129118655657,1.40964255357764,7.44162531619753,1,0,0,1,1
"10689",391.62464525364,18.5583093913223,1.00117030495798,1,0,0,1,1
"1806",44.3266602051921,0.128512093290783,1.33537836282178,1,1,1,1,0
"10465",114.905527350891,0.37246353678533,0.600490913690536,1,0,0,1,1
"15055",119.9100745972,0.824917142228025,0.295051470893688,1,0,0,1,1
"9647",2.84149706193144,0.160597739885348,6.02019702390617,1,0,0,1,1
"17626",11.4137427404599,57.3847673882758,13.0492223840756,1,0,0,1,1
"2781",21.2958177531617,0.257785112092839,0.628443030580763,1,1,0,0,0
"7574",2.53158208059033,0.0789254016380493,0.379467604223357,1,0,0,1,0
"17387",8.11798070038618,3.01607668476778,4.41877296719612,1,0,0,1,1
"749",9.63290249844938,0.790650142664529,0.242900755985942,1,0,0,1,0
"9311",514.824481349916,10.2729435470884,0.324091822897055,1,0,0,1,1
"13204",9.14748730431363,0.636265782705358,5.59778823090362,1,1,0,1,1
"13468",51.4068086056192,1.78676375994863,7.94388847055721,1,0,0,1,1
"8153",0.179829604668645,9.57086435514903,3.6203930237549,0,0,0,0,0
"8927",27.5796623006271,0.214151967758671,3.02022874242811,1,1,0,1,0
"689",16.3493715540778,0.422351269688471,1.49905144281898,1,0,1,1,0
"4372",38.5959627514814,1.20622934559209,0.288299838755893,1,0,0,1,0
"4742",47.7008962233657,0.456317596615714,0.85884501855133,1,1,0,0,0
"2346",9.69758315019435,15.4744424832814,15.9192154865149,1,1,0,0,0
"6389",6.71754300365349,0.324901440728796,0.430896668592735,1,1,0,1,0
"5157",1.90175532349062,1.35021583534944,1.82044754076625,1,0,0,1,0
"17321",28.4269624181698,1.66125491717167,5.37454062004632,1,0,0,1,1
"12701",4.78301410144214,0.246859511431583,5.59589540263804,1,1,0,1,1
"15458",17.228609324532,0.495758000979591,5.56683920788935,1,0,0,1,1
"8701",2.78450413313542,0.0966600537530767,0.256467287885511,1,0,0,0,0
"11517",31.7307652080479,3.9551487950809,13.9832801749236,1,0,0,1,1
"4438",32.7931434968587,0.0724072592301392,0.247154586467152,1,1,0,1,0
"1734",7.50529469393059,0.419126992453523,0.970906815496006,1,1,0,1,0
"13043",192.324441612007,0.846132591427552,0.35868965855173,1,0,0,1,1
"10127",2.5908628142523,0.0619879819844421,4.00997655020011,1,0,0,1,1
"10157",1.82699449094937,970.846035773133,4.1417668996863,0,0,0,1,1
"16907",183.742785299468,20.9427150660145,0.409968710406409,1,0,0,1,1
"17083",14.4276370943648,2.49940797897619,4.62358146108653,1,1,0,1,1
"483",17.548383264453,0.291412896311307,0.972617221297943,1,1,0,0,0
"15574",15.64546913549,1.03456928086012,7.39432312227273,1,1,0,1,1
"12578",0.916066617534218,6.25126147578127,7.94120125102349,0,1,0,1,1
"9483",0.524783614948241,0.211728241112978,4.67195276746595,0,1,0,1,1
"11204",13.4404458103542,5.05841863359028,7.58615809322386,1,1,0,1,1
"2162",3.65555852811439,1.08408291483444,1.98065190967807,1,0,0,0,0
"12599",323.584856782874,0.479868235296055,1.01973218006198,1,0,0,1,1
"5255",61.3536381824615,0.391616745780231,0.455641191001932,1,0,0,1,0
"4409",32.1869888497523,4.36341478107237,0.319974647412358,1,1,0,0,0
"13582",0.958166376753069,0.630184393296846,6.81582209149989,0,0,0,0,1
"12361",42.4471901138326,0.717301724431384,4.86711349827595,1,0,0,1,1
"17341",44.7767717527252,9.62381168630428,6.16426376984518,1,1,0,1,1
"4476",16.6754422661788,16.2273728368861,0.224322532567007,1,1,0,1,0
"4163",39.6165049694276,0.507930238190636,0.467117997799949,1,1,1,1,0
"10126",3.55096748600307,117.783749331135,11.1336418011103,1,0,0,1,1
"15628",86.5748929931984,189.551386184764,0.227626654630252,1,0,0,1,1
"8613",119.899184113881,3.50782115846423,0.910046318492039,1,0,0,0,0
"14814",48.697592626715,5.87422921419248,6.43812900102771,1,1,0,1,1
"12956",309.458230820376,0.375611907888256,0.808364986701244,1,0,0,1,1
"8272",23.5967303839445,0.972014373639324,0.269519338598186,1,0,0,0,0
"11800",2.23605088101284,10.9031697845791,4.56955503470591,1,0,0,1,1
"16670",3.25819983862341,20.06255795835,4.72719331830429,1,1,0,1,1
"13645",285.660993158112,1.52886214523537,1.60095578122482,1,0,0,1,1
"2335",6.95483499565102,0.327384479597953,3.46112250441824,1,0,0,0,0
"16612",1.43951249033487,0.457221980609187,5.51770057411854,0,1,0,1,1
"10642",1.62419820588763,6.43500343584192,6.33879325806998,0,0,0,1,1
"16750",10.2713945932914,0.0643385096021009,4.34797606221016,1,1,0,1,1
"11099",144.628988017961,0.0193231678828169,1.15463533429983,1,0,0,1,1
"6688",7.41993999160391,0.0709264364146704,0.631224897234541,1,0,0,0,0
"8781",6.22207480555899,0.870178461480105,2.1919932337629,1,0,0,1,0
"17692",1.1271286692001,0.302122691316698,5.861387819716,0,0,0,0,1
"12163",4.52798525069951,70.6944505096313,8.70962758991152,1,0,0,0,1
